search_topic,openlibrary_work_key,title,author_name,first_publish_year,publish_years,subjects,languages,edition_count,publishers,publication_places
artificial intelligence,/works/OL44620851W,Dorian Codex Protocol for AI - Hamiltonian Theoretical Fundamental Architecture (FTA),Stefano Dorian Franco,2025,2025,Artificial intelligence,,2,Studio SFB creation multimedia / Amazon KDP; Studio SFB creation multimedia,
artificial intelligence,/works/OL44514600W,Diretrizes da Frota Estelar Libertaria,Bobby Dias & Andrew,2025,2025,Constitutions; History; Liberty; Libertarianism; Libertarians; Voluntarism; Artificial intelligence; Inteligencia artificial; Conducta (Ética); Languages; First editions; Inteligência artificial; Human evolution,,1,Independente,
artificial intelligence,/works/OL44540878W,Resistive Switching Systems in-Memory Hb,MUKHERJEE,2025,2025,,eng,1,Institute of Physics Publishing,
artificial intelligence,/works/OL42409541W,Machine Learning and Artificial Intelligence in Toxicology and Environmental Health,Zhoumeng Lin; Wei-Chun Chou,2025,2025,,eng,2,Elsevier Science & Technology Books; Elsevier Science & Technology,
artificial intelligence,/works/OL44547050W,Artificial Intelligence in Fisheries,Sylvester Chibueze Izah; Matthew Chidozie Ogwu; Adams Ovie Iyiola,2025,2025,,eng,2,Taylor & Francis Group,
artificial intelligence,/works/OL44556318W,Handbook of Artificial Intelligence in Higher Education,Stefan Popenici; Jürgen Rudolph; Fadhil Ismail; Shannon Tan,2025,2025,,eng,1,"Elgar Publishing Limited, Edward",
artificial intelligence,/works/OL44556175W,Artificial Intelligence and Neuroenhancement in Sport,Alberto Carrio,2025,2025,,eng,1,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL44543697W,Digital Transformation and Artificial Intelligence for Operational Excellence in Healthcare,Anand Jaiswal; Vinaytosh Mishra; Nripendra Singh,2025,2025,,eng,3,Emerald Publishing Limited,
artificial intelligence,/works/OL44550998W,Artificial Intelligence and International Arbitration Law,Magdalena L&#261;giewska,2025,2025,Law,eng,1,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL42541421W,Handbook on Digital Twin and Artificial Intelligence Techniques for Rail Applications,Maksym Spiryagin; Stefano Bruni; Colin Cole,2025,2025,,eng,3,CRC Press LLC; Taylor & Francis Group,
artificial intelligence,/works/OL42412566W,Knowledge Co-Construction in Online Learning,Charlotte Nirmalani Gunawardena; Nick Flor; Damien M. Sánchez,2025,2025,,eng,4,"Routledge, Chapman & Hall, Incorporated; Taylor & Francis Group",
artificial intelligence,/works/OL42453624W,Empire of AI,Karen Hao,2025,2025,Artificial intelligence; OpenAI; ChatGPT,eng,3,Penguin Random House Audio Publishing Group; Penguin Publishing Group; Allen Lane,
artificial intelligence,/works/OL42545412W,Optical and Wireless Communications,Sushank Chaudhary; Amir Parnianifard; Abhishek Sharma,2025,2025,,eng,3,CRC Press LLC; Taylor & Francis Group,
artificial intelligence,/works/OL42542119W,Artificial Intelligence and Machine Learning for Business,Namita Mishra; A. V. Senthil Kumar,2025,2025,Commerce,eng,3,"Apple Academic Press, Incorporated",
artificial intelligence,/works/OL44545214W,Artificial Intelligence,Arthur G.O. Mutambara,2025,2025,,eng,2,Taylor & Francis Group,
artificial intelligence,/works/OL44562131W,Artificial Intelligence Adaptive Radiahb,Q. I. WANG,2025,2025,,eng,1,Institute of Physics Publishing,
artificial intelligence,/works/OL42540554W,Artificial Intelligence in Chemical Engineering,Farooq Sher,2025,2025,,eng,2,Elsevier,
artificial intelligence,/works/OL44552313W,Perspectives on Artificial Intelligence and Internet of Things for Sustainable Environment,Gwanggil Jeon; Bhisham Sharma; Nitish Katal,2025,2025,,eng,2,Elsevier,
artificial intelligence,/works/OL44548384W,Applications of Artificial Intelligence in 5G and Internet of Things,Vinod M. Kapse; Lalit Garg; Pavan Kumar Shukla; Varadraj Gurupur; Amit Krishna Dwivedi,2025,2025,,eng,2,Taylor & Francis Group,
artificial intelligence,/works/OL44552026W,Transforming the Healthcare Revenue Cycle with Artificial Intelligence,Korin Reid,2025,2025,,eng,2,Productivity Press,
artificial intelligence,/works/OL44545424W,Advanced Digital Technologies in Financial and Business Management,Jyoti Batra Arora; Nitish Pathak; Neelam Sharma,2025,2025,,eng,2,"Apple Academic Press, Incorporated",
artificial intelligence,/works/OL44545723W,Artificial Intelligence Applications in Aeronautical and Aerospace Engineering,K. Sathish Kumar; R. Naren Shankar,2025,2025,,eng,2,"Wiley & Sons, Incorporated, John; Wiley & Sons, Limited, John",
artificial intelligence,/works/OL44551456W,Robotics and Artificial Intelligence in Sports Medicine and Sports Services,Olfa Boubaker,2025,2025,,eng,2,Elsevier Science & Technology Books; Elsevier Science & Technology,
artificial intelligence,/works/OL44552542W,"Education, Future Jobs and Smart Systems in the Age of Artificial Intelligence, Part B",Miltiadis Lytras; Andreea Claudia &#536;erban,2025,2025,,eng,3,Emerald Publishing Limited,
artificial intelligence,/works/OL44560748W,"Artificial Intelligence and Data Analytics for Innovative Applications in Engineering, Sustainability and Technology",Aniss Moumen; Brahim El Bhiri; Mohamed-Mustapha Zarrouk; Charaf Hajjaj; Mohammed Zouiten,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL44546223W,Algorithmic Harm,Oren Bar-Gill; Cass R. Sunstein,2025,2025,Sociology,eng,1,"Oxford University Press, Incorporated",
artificial intelligence,/works/OL44561488W,Artificial Intelligence in Smart Healthcare Systems,Anamika Chauhan; Nisreen Alwan; Hiba Hamdar; Indresh Kumar,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL44550895W,Artificial Intelligence and Finance,Georgios I. Zekos,2025,2025,Finance,eng,1,Routledge,
artificial intelligence,/works/OL44556201W,History of Artificial Intelligence,Abbas Tcharkhtchi; Hamid Reza Vanaei; Sofiane Khelladi,2025,2025,,eng,2,CRC Press LLC,
artificial intelligence,/works/OL44561320W,Artificial Intelligence in the Energy Industry,Cenk Temizel; Salih Tutun; Celal Hakan Canbaz; Ekrem Alagoz; Emre Can Dundar,2025,2025,,eng,2,Taylor & Francis Group,
artificial intelligence,/works/OL44561244W,Adaptive Artificial Intelligence,P. Pavan Kumar; G. Suresh Kumar; Ajay Kumar Jena; Sandeep Kumar Panda; S. Balamurugan,2025,2025,,eng,1,"Wiley & Sons, Limited, John",
artificial intelligence,/works/OL44561406W,Calibrations,Halit Eren,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL44556917W,Composite Materials and Structures,Wael A. Altabey,2025,2025,,eng,3,"De Gruyter, Inc.; de Gruyter GmbH, Walter",
artificial intelligence,/works/OL44556415W,Introduction to Artificial Intelligence,Corinne Hoisington; Mark Ciampa,2025,2025,,eng,1,Delmar Cengage Learning,
artificial intelligence,/works/OL44556617W,Teaching with Artificial Intelligence,Stamatios Papadakis,2025,2025,,eng,1,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL44545304W,Sustainability in Light of Governance and Artificial Intelligence Applications,Bahaa Subhi Awwad,2025,2025,,eng,3,Emerald Publishing Limited,
artificial intelligence,/works/OL44554632W,Architecture in the Age of Artificial Intelligence,Neil Leach,2025,2025,,eng,2,Bloomsbury Publishing Plc,
artificial intelligence,/works/OL44557854W,Interplay of Artificial General Intelligence with Quantum Computing,C. Kishor Kumar Reddy; Shenson Joseph; Herat Joshi; Mariya Ouaissa; Marlia Mohd Hanafiah,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL44545287W,Myth of Good AI,Arshin Adib-Moghaddam,2025,2025,,eng,3,Manchester University Press,
artificial intelligence,/works/OL42539554W,Artificial Intelligence in Biofuels Production,El-Sayed Salama,2025,2025,,eng,2,Elsevier Science & Technology,
artificial intelligence,/works/OL44559698W,Issues in Artificial Intelligence : a Philosophical Interrogation,Tangaza University; Domuni Press; Theophilus Chando; Munguci D. Etriga,2025,2025,,eng,1,Domuni Press,
artificial intelligence,/works/OL42547061W,Artificial Intelligence for the Water-Energy-Food Nexus,Shahryar Jafarinejad; Amir Shahirinia,2025,2025,,eng,2,Elsevier,
artificial intelligence,/works/OL44546002W,Artificial Intelligence and Machine Learning in Cybersecurity,Richard Gwashy Young,2025,2025,,eng,2,Productivity Press,
artificial intelligence,/works/OL44542333W,Radar,Alessandro Vinciarelli; Sartajvir Singh; Narayan Vyas; Mona Abdelbaset Sadek Ali,2025,2025,,eng,3,"de Gruyter GmbH, Walter",
artificial intelligence,/works/OL44548264W,Adoption of Artificial Intelligence and Inertia in Higher Education,James Hutson,2025,2025,Education,eng,1,Routledge,
artificial intelligence,/works/OL44543676W,Unlocking the Power of the Cloud,Meredith Stein; David Linthicum,2025,2025,,eng,3,"De Gruyter, Inc.; de Gruyter GmbH, Walter",
artificial intelligence,/works/OL44550562W,Elgar Concise Encyclopedia of Artificial Intelligence and the Law,Ryan Abbott; Elizabeth Rothman,2025,2025,,eng,1,"Elgar Publishing Limited, Edward",
artificial intelligence,/works/OL44543581W,Artificial General Intelligence,Matthew Iklé; Anton Kolonin; Michael Bennett,2025,2025,,eng,2,Springer,
artificial intelligence,/works/OL44550509W,Language Assessment Across Cultures,Jaros&#322;aw Krajka,2025,2025,,eng,1,Bohlau Verlag Gmbh & Cie,
artificial intelligence,/works/OL44552665W,Artificial Intelligence Playbook,Meghan Hargrave; Douglas Fisher; Nancy Frey; Corwin Press Inc 201,2025,2025,,eng,1,Corwin Press,
artificial intelligence,/works/OL44554228W,Essential Book of AI,Anne Rooney,2025,2025,,eng,1,Arcturus Publishing,
artificial intelligence,/works/OL44550061W,Teaching Literature with Artificial Intelligence,Eric D. Abrams,2025,2025,,eng,2,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL44542959W,Brain Networks in Neuroscience,Mehedi Hassan; Farhana Yasmin; Sheikh Mohammed Shariful Islam; Anupam Kumar Bairagi; Si Thu Aung,2025,2025,,eng,2,River Publishers,
artificial intelligence,/works/OL44552814W,Winning the AI Arms Race,Rishi Kumar,2025,2025,,eng,2,River Publishers,
artificial intelligence,/works/OL44547905W,"Learning Analytics, Artificial Intelligence und Data Mining in der Hochschulbildung",Robert Queckenberg; Jonas Leschke; Malte Persike,2025,2025,,ger,1,transcript Verlag,
artificial intelligence,/works/OL44547920W,Transforming Business Education Through Artificial Intelligence,Sonu Dua; Sakshi Dua; Pawanpreet Kaur,2025,2025,,eng,1,"Apple Academic Press, Incorporated",
artificial intelligence,/works/OL44547940W,Artificial Intelligence and Simulation for Smart Desalination,Mohamed Seoudy,2025,2025,,eng,1,"Nova Science Publishers, Incorporated",
artificial intelligence,/works/OL44547862W,Ethics of Artificial Intelligence,Franck Debos,2025,2025,,eng,1,"Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL44547867W,Integrating Artificial Intelligence Technology into Language Teacher Education,Rod E. Case; Leping Liu; Joseph Mintz,2025,2025,,eng,1,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL44547786W,Artificial Intelligence and Public Policy,Fernando Filgueiras,2025,2025,,eng,2,Cambridge University Press,
artificial intelligence,/works/OL44553192W,"Advances in Image Processing, Reliability, and Artificial Intelligence",Mario J. Divan; Prashant Johri; Francesc Guim; Dmitry Shchemelinin; Marcos Carranza,2025,2025,,eng,1,Elsevier,
artificial intelligence,/works/OL44553241W,Intelligent Data-Driven Systems with Innovations in Artificial Intelligence,Suneeta Satpathy; Alvaro Rocha; Sachi Nandan Mohanty; Tanupriya Choudhury,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL44550456W,5G Narrowband Internet of Things,Hossam Fattah,2025,2025,,eng,2,Taylor & Francis Group,
artificial intelligence,/works/OL44553483W,Bridgerton Paradox in Artificial Intelligence,Somendra Narayan,2025,2025,,eng,1,Palgrave Macmillan,
artificial intelligence,/works/OL44553515W,Applied Artificial Intelligence,Ravindra Hegadi; Gaurav Gupta; K. C. Santosh,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL44545595W,Understanding the Artificial Intelligence Revolution,Shalom Lappin,2025,2025,Science,eng,1,CRC Press LLC,
artificial intelligence,/works/OL44551977W,AI Demystified,Antonio Weiss,2025,2025,Economics,eng,1,"Pearson Education, Limited",
artificial intelligence,/works/OL44547195W,AI in Early Education,Stamatios Papadakis,2025,2025,Education,eng,1,"Wiley & Sons, Limited, John",
artificial intelligence,/works/OL44555472W,Artificial Intelligence Artificial Communication,Tamer Bayrak,2025,2025,Engineering,eng,1,"Lang GmbH, Internationaler Verlag der Wissenschaften, Peter",
artificial intelligence,/works/OL44555516W,Artificial Intelligence Applications for a Sustainable Environment,Mahmoud Nasr; Abdelazim Negm; Lai Peng,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL44555415W,Artificial Intelligence in the Digital Era,Nidal Al-Ramahi; Abdalmuttaleb M. A. Musleh Al-Sartawi; Mohammad Kanan,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL44554178W,Considerations for Deploying Artificial Intelligence Applications in the Nuclear Power Industry,Iaea,2025,2025,,eng,1,"Wiley & Sons, Limited, John",
artificial intelligence,/works/OL44554824W,Research Notes on Digital Business Transformation and Artificial Intelligence,Robert Leskovar; Borut Werber,2025,2025,Economics,eng,1,"Lang GmbH, Internationaler Verlag der Wissenschaften, Peter",
artificial intelligence,/works/OL44554427W,Plunkett's Artificial Intelligence  & Machine Learning Industry Almanac 2025,Jack W. Plunkett,2025,2025,Business; Economics,eng,1,"Wiley & Sons, Limited, John",
artificial intelligence,/works/OL42547963W,Artificial Intelligence-Driven Precision Medicine for Triple Negative Breast Cancer,Vishal V. Pande; Sachin Namdeo Kothawade,2025,2025,,eng,2,Elsevier Science & Technology Books; Elsevier Science & Technology,
artificial intelligence,/works/OL44544893W,Can Artificial Intelligence Aid in Forecasting Earthquakes?,Bikash Sadhukhan,2025,2025,,eng,2,Elsevier,
artificial intelligence,/works/OL44551991W,Evolution of Professional Training,Matteo Zaralli,2025,2025,,eng,2,Productivity Press,
artificial intelligence,/works/OL44544013W,Reading Faces,Edward Higgs,2025,2025,,eng,2,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL44542282W,Revolutionizing Digital Healthcare Through Artificial Intelligence and Automation,Alex Khang,2025,2025,,eng,2,Elsevier Science & Technology Books; Elsevier Science & Technology,
artificial intelligence,/works/OL44542371W,Harnessing Artificial Intelligence-Enhanced Graph Models for Biological Discovery,Sudan Jha; Sultan Ahmad; Subhendukumar Pani,2025,2025,,eng,2,Elsevier Science & Technology Books; Elsevier Science & Technology,
artificial intelligence,/works/OL42539642W,Scalable Artificial Intelligence for Healthcare,Houneida Sakly; Ramzi Guetari; Naoufel Kraiem,2025,2025,,eng,4,CRC Press LLC; Taylor & Francis Group,
artificial intelligence,/works/OL44543867W,"Nanotechnology, Nanomedicine and Artificial Intelligence",Frank Boehm; Raj Bawa,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL44543301W,Understanding the Politics of Artificial Intelligence,Pascal D. Koenig,2025,2025,,eng,1,"Elgar Publishing Limited, Edward",
artificial intelligence,/works/OL44543295W,"Emancipatory Education Without Boundaries in the Age of Neoliberalism, Artificial Intelligence and Digital Learning Platforms",Michael James Day,2025,2025,,eng,1,Palgrave Macmillan,
artificial intelligence,/works/OL44543269W,Standards of Fairness in Digital Law,Pieter Van Cleynenbreugel; Ljupcho Grozdanovski,2025,2025,,eng,1,"Elgar Publishing Limited, Edward",
artificial intelligence,/works/OL44541409W,Artificial Intelligence,Melanie Mitchell,2025,2025,,eng,1,Pan Macmillan,
artificial intelligence,/works/OL44542578W,Future Jobs,Omar Arias; Daisuke Fukuzawa; Duong Trung Le; Aaditya Mattoo,2025,2025,,eng,1,"Wiley & Sons, Limited, John",
artificial intelligence,/works/OL44546202W,"Artificial Intelligence in Dermatology, an Issue of Dermatologic Clinics",Jonathan Kantor,2025,2025,,eng,1,Elsevier,
artificial intelligence,/works/OL44542374W,"Education, Future Jobs and Smart Systems in the Age of Artificial Intelligence, Part A",Miltiadis Lytras; Andreea Claudia &#536;erban,2025,2025,,eng,3,Emerald Publishing Limited,
artificial intelligence,/works/OL44546147W,Artificially Intelligent,David Eliot,2025,2025,,eng,1,University of Toronto Press,
